A,B,C
682657,682657,682657
682658,682658,682658
682659,682659,682659
682660,682660,682660
682661,682661,682661
682662,682662,682662
682663,682663,682663
682664,682664,682664
682665,682665,682665
682666,682666,682666
682667,682667,682667
682668,682668,682668
682669,682669,682669
682670,682670,682670
682671,682671,682671
682672,682672,682672
682673,682673,682673
682674,682674,682674
682675,682675,682675
682676,682676,682676
682677,682677,682677
682678,682678,682678
682679,682679,682679
682680,682680,682680
682681,682681,682681
682682,682682,682682
682683,682683,682683
682684,682684,682684
682685,682685,682685
682686,682686,682686
682687,682687,682687
682688,682688,682688
682689,682689,682689
682690,682690,682690
682691,682691,682691
682692,682692,682692
682693,682693,682693
682694,682694,682694
682695,682695,682695
682696,682696,682696
682697,682697,682697
682698,682698,682698
682699,682699,682699
682700,682700,682700
682701,682701,682701
682702,682702,682702
682703,682703,682703
682704,682704,682704
682705,682705,682705
682706,682706,682706
682707,682707,682707
682708,682708,682708
682709,682709,682709
682710,682710,682710
682711,682711,682711
682712,682712,682712
682713,682713,682713
682714,682714,682714
682715,682715,682715
682716,682716,682716
682717,682717,682717
682718,682718,682718
682719,682719,682719
682720,682720,682720
682721,682721,682721
682722,682722,682722
682723,682723,682723
682724,682724,682724
682725,682725,682725
682726,682726,682726
682727,682727,682727
682728,682728,682728
682729,682729,682729
682730,682730,682730
682731,682731,682731
682732,682732,682732
682733,682733,682733
682734,682734,682734
682735,682735,682735
682736,682736,682736
682737,682737,682737
682738,682738,682738
682739,682739,682739
682740,682740,682740
682741,682741,682741
682742,682742,682742
682743,682743,682743
682744,682744,682744
682745,682745,682745
682746,682746,682746
682747,682747,682747
682748,682748,682748
682749,682749,682749
682750,682750,682750
682751,682751,682751
682752,682752,682752
682753,682753,682753
682754,682754,682754
682755,682755,682755
682756,682756,682756
682757,682757,682757
682758,682758,682758
682759,682759,682759
682760,682760,682760
682761,682761,682761
682762,682762,682762
682763,682763,682763
682764,682764,682764
682765,682765,682765
682766,682766,682766
682767,682767,682767
682768,682768,682768
682769,682769,682769
682770,682770,682770
682771,682771,682771
682772,682772,682772
682773,682773,682773
682774,682774,682774
682775,682775,682775
682776,682776,682776
682777,682777,682777
682778,682778,682778
682779,682779,682779
682780,682780,682780
682781,682781,682781
682782,682782,682782
682783,682783,682783
682784,682784,682784
682785,682785,682785
682786,682786,682786
682787,682787,682787
682788,682788,682788
682789,682789,682789
682790,682790,682790
682791,682791,682791
682792,682792,682792
682793,682793,682793
682794,682794,682794
682795,682795,682795
682796,682796,682796
682797,682797,682797
682798,682798,682798
682799,682799,682799
682800,682800,682800
682801,682801,682801
682802,682802,682802
682803,682803,682803
682804,682804,682804
682805,682805,682805
682806,682806,682806
682807,682807,682807
682808,682808,682808
682809,682809,682809
682810,682810,682810
682811,682811,682811
682812,682812,682812
682813,682813,682813
682814,682814,682814
682815,682815,682815
682816,682816,682816
682817,682817,682817
682818,682818,682818
682819,682819,682819
682820,682820,682820
682821,682821,682821
682822,682822,682822
682823,682823,682823
682824,682824,682824
682825,682825,682825
682826,682826,682826
682827,682827,682827
682828,682828,682828
682829,682829,682829
682830,682830,682830
682831,682831,682831
682832,682832,682832
682833,682833,682833
682834,682834,682834
682835,682835,682835
682836,682836,682836
682837,682837,682837
682838,682838,682838
682839,682839,682839
682840,682840,682840
682841,682841,682841
682842,682842,682842
682843,682843,682843
682844,682844,682844
682845,682845,682845
682846,682846,682846
682847,682847,682847
682848,682848,682848
682849,682849,682849
682850,682850,682850
682851,682851,682851
682852,682852,682852
682853,682853,682853
682854,682854,682854
682855,682855,682855
682856,682856,682856
682857,682857,682857
682858,682858,682858
682859,682859,682859
682860,682860,682860
682861,682861,682861
682862,682862,682862
682863,682863,682863
682864,682864,682864
682865,682865,682865
682866,682866,682866
682867,682867,682867
682868,682868,682868
682869,682869,682869
682870,682870,682870
682871,682871,682871
682872,682872,682872
682873,682873,682873
682874,682874,682874
682875,682875,682875
682876,682876,682876
682877,682877,682877
682878,682878,682878
682879,682879,682879
682880,682880,682880
682881,682881,682881
682882,682882,682882
682883,682883,682883
682884,682884,682884
682885,682885,682885
682886,682886,682886
682887,682887,682887
682888,682888,682888
682889,682889,682889
682890,682890,682890
682891,682891,682891
682892,682892,682892
682893,682893,682893
682894,682894,682894
682895,682895,682895
682896,682896,682896
682897,682897,682897
682898,682898,682898
682899,682899,682899
682900,682900,682900
682901,682901,682901
682902,682902,682902
682903,682903,682903
682904,682904,682904
682905,682905,682905
682906,682906,682906
682907,682907,682907
682908,682908,682908
682909,682909,682909
682910,682910,682910
682911,682911,682911
682912,682912,682912
682913,682913,682913
682914,682914,682914
682915,682915,682915
682916,682916,682916
682917,682917,682917
682918,682918,682918
682919,682919,682919
682920,682920,682920
682921,682921,682921
682922,682922,682922
682923,682923,682923
682924,682924,682924
682925,682925,682925
682926,682926,682926
682927,682927,682927
682928,682928,682928
682929,682929,682929
682930,682930,682930
682931,682931,682931
682932,682932,682932
682933,682933,682933
682934,682934,682934
682935,682935,682935
682936,682936,682936
682937,682937,682937
682938,682938,682938
682939,682939,682939
682940,682940,682940
682941,682941,682941
682942,682942,682942
682943,682943,682943
682944,682944,682944
682945,682945,682945
682946,682946,682946
682947,682947,682947
682948,682948,682948
682949,682949,682949
682950,682950,682950
682951,682951,682951
682952,682952,682952
682953,682953,682953
682954,682954,682954
682955,682955,682955
682956,682956,682956
682957,682957,682957
682958,682958,682958
682959,682959,682959
682960,682960,682960
682961,682961,682961
682962,682962,682962
682963,682963,682963
682964,682964,682964
682965,682965,682965
682966,682966,682966
682967,682967,682967
682968,682968,682968
682969,682969,682969
682970,682970,682970
682971,682971,682971
682972,682972,682972
682973,682973,682973
682974,682974,682974
682975,682975,682975
682976,682976,682976
682977,682977,682977
682978,682978,682978
682979,682979,682979
682980,682980,682980
682981,682981,682981
682982,682982,682982
682983,682983,682983
682984,682984,682984
682985,682985,682985
682986,682986,682986
682987,682987,682987
682988,682988,682988
682989,682989,682989
682990,682990,682990
682991,682991,682991
682992,682992,682992
682993,682993,682993
682994,682994,682994
682995,682995,682995
682996,682996,682996
682997,682997,682997
682998,682998,682998
682999,682999,682999
683000,683000,683000
683001,683001,683001
683002,683002,683002
683003,683003,683003
683004,683004,683004
683005,683005,683005
683006,683006,683006
683007,683007,683007
683008,683008,683008
683009,683009,683009
683010,683010,683010
683011,683011,683011
683012,683012,683012
683013,683013,683013
683014,683014,683014
683015,683015,683015
683016,683016,683016
683017,683017,683017
683018,683018,683018
683019,683019,683019
683020,683020,683020
683021,683021,683021
683022,683022,683022
683023,683023,683023
683024,683024,683024
683025,683025,683025
683026,683026,683026
683027,683027,683027
683028,683028,683028
683029,683029,683029
683030,683030,683030
683031,683031,683031
683032,683032,683032
683033,683033,683033
683034,683034,683034
683035,683035,683035
683036,683036,683036
683037,683037,683037
683038,683038,683038
683039,683039,683039
683040,683040,683040
683041,683041,683041
683042,683042,683042
683043,683043,683043
683044,683044,683044
683045,683045,683045
683046,683046,683046
683047,683047,683047
683048,683048,683048
683049,683049,683049
683050,683050,683050
683051,683051,683051
683052,683052,683052
683053,683053,683053
683054,683054,683054
683055,683055,683055
683056,683056,683056
683057,683057,683057
683058,683058,683058
683059,683059,683059
683060,683060,683060
683061,683061,683061
683062,683062,683062
683063,683063,683063
683064,683064,683064
683065,683065,683065
683066,683066,683066
683067,683067,683067
683068,683068,683068
683069,683069,683069
683070,683070,683070
683071,683071,683071
683072,683072,683072
683073,683073,683073
683074,683074,683074
683075,683075,683075
683076,683076,683076
683077,683077,683077
683078,683078,683078
683079,683079,683079
683080,683080,683080
683081,683081,683081
683082,683082,683082
683083,683083,683083
683084,683084,683084
683085,683085,683085
683086,683086,683086
683087,683087,683087
683088,683088,683088
683089,683089,683089
683090,683090,683090
683091,683091,683091
683092,683092,683092
683093,683093,683093
683094,683094,683094
683095,683095,683095
683096,683096,683096
683097,683097,683097
683098,683098,683098
683099,683099,683099
683100,683100,683100
683101,683101,683101
683102,683102,683102
683103,683103,683103
683104,683104,683104
683105,683105,683105
683106,683106,683106
683107,683107,683107
683108,683108,683108
683109,683109,683109
683110,683110,683110
683111,683111,683111
683112,683112,683112
683113,683113,683113
683114,683114,683114
683115,683115,683115
683116,683116,683116
683117,683117,683117
683118,683118,683118
683119,683119,683119
683120,683120,683120
683121,683121,683121
683122,683122,683122
683123,683123,683123
683124,683124,683124
683125,683125,683125
683126,683126,683126
683127,683127,683127
683128,683128,683128
683129,683129,683129
683130,683130,683130
683131,683131,683131
683132,683132,683132
683133,683133,683133
683134,683134,683134
683135,683135,683135
683136,683136,683136
683137,683137,683137
683138,683138,683138
683139,683139,683139
683140,683140,683140
683141,683141,683141
683142,683142,683142
683143,683143,683143
683144,683144,683144
683145,683145,683145
683146,683146,683146
683147,683147,683147
683148,683148,683148
683149,683149,683149
683150,683150,683150
683151,683151,683151
683152,683152,683152
683153,683153,683153
683154,683154,683154
683155,683155,683155
683156,683156,683156
683157,683157,683157
683158,683158,683158
683159,683159,683159
683160,683160,683160
683161,683161,683161
683162,683162,683162
683163,683163,683163
683164,683164,683164
683165,683165,683165
683166,683166,683166
683167,683167,683167
683168,683168,683168
683169,683169,683169
683170,683170,683170
683171,683171,683171
683172,683172,683172
683173,683173,683173
683174,683174,683174
683175,683175,683175
683176,683176,683176
683177,683177,683177
683178,683178,683178
683179,683179,683179
683180,683180,683180
683181,683181,683181
683182,683182,683182
683183,683183,683183
683184,683184,683184
683185,683185,683185
683186,683186,683186
683187,683187,683187
683188,683188,683188
683189,683189,683189
683190,683190,683190
683191,683191,683191
683192,683192,683192
683193,683193,683193
683194,683194,683194
683195,683195,683195
683196,683196,683196
683197,683197,683197
683198,683198,683198
683199,683199,683199
683200,683200,683200
683201,683201,683201
683202,683202,683202
683203,683203,683203
683204,683204,683204
683205,683205,683205
683206,683206,683206
683207,683207,683207
683208,683208,683208
683209,683209,683209
683210,683210,683210
683211,683211,683211
683212,683212,683212
683213,683213,683213
683214,683214,683214
683215,683215,683215
683216,683216,683216
683217,683217,683217
683218,683218,683218
683219,683219,683219
683220,683220,683220
683221,683221,683221
683222,683222,683222
683223,683223,683223
683224,683224,683224
683225,683225,683225
683226,683226,683226
683227,683227,683227
683228,683228,683228
683229,683229,683229
683230,683230,683230
683231,683231,683231
683232,683232,683232
683233,683233,683233
683234,683234,683234
683235,683235,683235
683236,683236,683236
683237,683237,683237
683238,683238,683238
683239,683239,683239
683240,683240,683240
683241,683241,683241
683242,683242,683242
683243,683243,683243
683244,683244,683244
683245,683245,683245
